name,name,t_LSDn,nuclide
SN-2018-CG-02,Conness Glacier proglacial bedrock,203,N14quartz
SN-2018-CG-03,Conness Glacier proglacial bedrock,77,N10quartz
SN-2018-CG-03,Conness Glacier proglacial bedrock,112,N14quartz
SN-2018-CG-04,Conness Glacier proglacial bedrock,33,N10quartz
SN-2018-CG-04,Conness Glacier proglacial bedrock,28,N14quartz
SN-2018-CG-05,Conness Glacier proglacial bedrock,37,N10quartz
SN-2018-CG-05,Conness Glacier proglacial bedrock,82,N14quartz
SN-2018-CG-06,Conness Glacier proglacial bedrock,42,N10quartz
SN-2018-CG-06,Conness Glacier proglacial bedrock,184,N14quartz
MR-08-05,Macaulay boulder field,9722,N10quartz
MR-08-05,Macaulay boulder field,10008,N14quartz
MR-08-03,Macaulay boulder field,9605,N10quartz
MR-08-03,Macaulay boulder field,14450,N14quartz
MR-08-13,Macaulay boulder field,9747,N10quartz
MR-08-13,Macaulay boulder field,12240,N14quartz
MR-08-14,Macaulay boulder field,9607,N10quartz
MR-08-14,Macaulay boulder field,10625,N14quartz
